"32 kB, 2",0.554067
"32 kB, 4",0.543287
"32 kB, 8",0.536753
"32 kB, 16",0.534793
"64 kB, 2",0.521072
"64 kB, 4",0.515844
"64 kB, 8",0.512578
"64 kB, 16",0.508004
"256 kB, 2",0.497877
"256 kB, 4",0.49461
"256 kB, 8",0.49461
"256 kB, 16",0.49461
"1024 kB, 2",0.49461
"1024 kB, 4",0.49461
"1024 kB, 8",0.49461
"1024 kB, 16",0.49461
